source,target,value,year,level
Task (project management),Point (geometry),1,2014,2
Task (project management),Feature extraction,1,2014,2
Feature (linguistics),Pipeline (software),1,2014,2
Feature (linguistics),Modular design,1,2014,2
Feature (linguistics),Event (particle physics),1,2014,2
Feature (linguistics),Set (abstract data type),1,2014,2
Feature (linguistics),Task (project management),1,2014,2
Analytics,Categorization,1,2014,2
SIGNAL (programming language),Adversary,1,2014,2
Scale (ratio),Categorization,1,2014,2
Scale (ratio),Analytics,1,2014,2
Sculpture,Visualization,1,2014,2
Sculpture,Persuasion,1,2014,2
Field (mathematics),Persuasion,1,2014,2
Field (mathematics),Sculpture,1,2014,2
Curiosity,Visualization,1,2014,2
Curiosity,Persuasion,1,2014,2
Curiosity,Sculpture,1,2014,2
Curiosity,Field (mathematics),1,2014,2
Feature extraction,Analytics,1,2014,2
Feature extraction,Process (computing),1,2014,2
Feature extraction,Point (geometry),1,2014,2
Feature extraction,Set (abstract data type),1,2014,2
Radio frequency,Task (project management),1,2014,2
Radio frequency,Adversary,1,2014,2
Radio frequency,SIGNAL (programming language),1,2014,2
Modular design,Visualization,1,2014,2
Modular design,Pipeline (software),1,2014,2
Event (particle physics),Pipeline (software),1,2014,2
Event (particle physics),Modular design,1,2014,2
Set (abstract data type),Pipeline (software),1,2014,2
Set (abstract data type),Modular design,1,2014,2
Set (abstract data type),Event (particle physics),1,2014,2
Point (geometry),Pipeline (software),1,2014,2
Point (geometry),Modular design,1,2014,2
Point (geometry),Event (particle physics),1,2014,2
Process (computing),Pipeline (software),1,2014,2
Process (computing),Modular design,1,2014,2
Analytics,Modular design,1,2014,2
Analytics,Point (geometry),1,2014,2
Feature extraction,Visualization,1,2014,2
Feature extraction,Pipeline (software),1,2014,2
Feature extraction,Modular design,1,2014,2
Feature extraction,Event (particle physics),1,2014,2
Geospatial analysis,Resource (disambiguation),1,2014,2
Schedule,Gantt chart,1,2014,2
Feature (linguistics),Selection (genetic algorithm),1,2014,2
Perception,Pie chart,1,2014,2
Computation,Image resolution,1,2014,2
Computation,Voxel,1,2014,2
Computation,Sparse approximation,1,2014,2
Computation,Probability density function,1,2014,2
Visualization,Narrative,1,2014,2
Serendipity,Narrative,1,2014,2
Serendipity,Visualization,1,2014,2
Process (computing),Narrative,1,2014,2
Process (computing),Serendipity,1,2014,2
Supercomputer,Visualization,1,2014,2
Supercomputer,Leverage (statistics),1,2014,2
Rendering (computer graphics),Leverage (statistics),1,2014,2
Rendering (computer graphics),Supercomputer,1,2014,2
Python (programming language),Leverage (statistics),1,2014,2
Python (programming language),Supercomputer,1,2014,2
Python (programming language),Rendering (computer graphics),1,2014,2
Space (punctuation),Domain (mathematical analysis),1,2014,2
Space (punctuation),Set (abstract data type),1,2014,2
Parameter space,Visualization,1,2014,2
Parameter space,Domain (mathematical analysis),1,2014,2
Parameter space,Set (abstract data type),1,2014,2
Rendering (computer graphics),Probability density function,1,2014,2
Rendering (computer graphics),Sparse approximation,1,2014,2
Rendering (computer graphics),Voxel,1,2014,2
Abstraction,Domain (mathematical analysis),1,2014,2
Scalar (mathematics),Invariant (physics),1,2014,2
Scalar (mathematics),Cluster analysis,1,2014,2
Engineering design process,Visualization,1,2014,2
Engineering design process,Domain (mathematical analysis),1,2014,2
Process (computing),Engineering design process,1,2014,2
Bridge (graph theory),Visualization,1,2014,2
Bridge (graph theory),Domain (mathematical analysis),1,2014,2
Bridge (graph theory),Engineering design process,1,2014,2
Bridge (graph theory),Process (computing),1,2014,2
Abstraction,Engineering design process,1,2014,2
Rendering (computer graphics),Image resolution,1,2014,2
Abstraction,Process (computing),1,2014,2
Abstraction,Bridge (graph theory),1,2014,2
Process (computing),Frame (networking),1,2014,2
Voxel,Image resolution,1,2014,2
Sparse approximation,Image resolution,1,2014,2
Sparse approximation,Voxel,1,2014,2
Probability density function,Image resolution,1,2014,2
Probability density function,Voxel,1,2014,2
Probability density function,Sparse approximation,1,2014,2
Parameter space,Space (punctuation),1,2014,2
Perception,Bar chart,1,2014,2
Cluster analysis,Invariant (physics),1,2014,2
Bar (unit),Pie chart,1,2014,2
Implementation,Domain (mathematical analysis),1,2014,2
Implementation,Graphical user interface,1,2014,2
Implementation,Flexibility (engineering),1,2014,2
Extensibility,Visualization,1,2014,2
Extensibility,Domain (mathematical analysis),1,2014,2
Extensibility,Graphical user interface,1,2014,2
Extensibility,User interface,1,2014,2
Extensibility,Flexibility (engineering),1,2014,2
Extensibility,Implementation,1,2014,2
Python (programming language),Domain (mathematical analysis),1,2014,2
Python (programming language),Graphical user interface,1,2014,2
Python (programming language),User interface,1,2014,2
Python (programming language),Flexibility (engineering),1,2014,2
Python (programming language),Implementation,1,2014,2
Python (programming language),Extensibility,1,2014,2
Domain-specific language,Visualization,1,2014,2
Domain-specific language,Domain (mathematical analysis),1,2014,2
Domain-specific language,Graphical user interface,1,2014,2
Domain-specific language,User interface,1,2014,2
Domain-specific language,Flexibility (engineering),1,2014,2
Domain-specific language,Implementation,1,2014,2
Flexibility (engineering),User interface,1,2014,2
Flexibility (engineering),Graphical user interface,1,2014,2
Flexibility (engineering),Domain (mathematical analysis),1,2014,2
Heuristics,Visualization,1,2014,2
Bar (unit),Bar chart,1,2014,2
Bar (unit),Perception,1,2014,2
Bar (unit),Visualization,1,2014,2
Chart,Perception,1,2014,2
Chart,Bar (unit),1,2014,2
Ranking (information retrieval),Pie chart,1,2014,2
Ranking (information retrieval),Bar chart,1,2014,2
Ranking (information retrieval),Bar (unit),1,2014,2
Ranking (information retrieval),Chart,1,2014,2
Frame rate,Visualization,1,2014,2
Flexibility (engineering),Visualization,1,2014,2
Frame rate,Heuristics,1,2014,2
Rendering (computer graphics),Heuristics,1,2014,2
Rendering (computer graphics),Frame rate,1,2014,2
Frame (networking),Heuristics,1,2014,2
Frame (networking),Frame rate,1,2014,2
Frame (networking),Rendering (computer graphics),1,2014,2
Graphical user interface,Visualization,1,2014,2
Graphical user interface,Domain (mathematical analysis),1,2014,2
User interface,Graphical user interface,1,2014,2
Scalar (mathematics),Leverage (statistics),1,2014,2
Cluster analysis,Segmentation,1,2014,2
Scalar (mathematics),Grid,1,2014,2
Usability,Segmentation,1,2014,2
Convergence (economics),Visualization,1,2014,2
Surface (topology),Convergence (economics),1,2014,2
Biomolecule,Visualization,1,2014,2
Biomolecule,Convergence (economics),1,2014,2
Biomolecule,Surface (topology),1,2014,2
Molecule,Visualization,1,2014,2
Molecule,Convergence (economics),1,2014,2
Molecule,Surface (topology),1,2014,2
Molecular dynamics,Molecular biophysics,1,2014,2
Biomolecule,Molecular biophysics,1,2014,2
Biomolecule,Molecular dynamics,1,2014,2
Characterization (materials science),Molecular biophysics,1,2014,2
Characterization (materials science),Molecular dynamics,1,2014,2
Characterization (materials science),Biomolecule,1,2014,2
Molecule,Molecular biophysics,1,2014,2
Molecule,Molecular dynamics,1,2014,2
Molecule,Characterization (materials science),1,2014,2
Covalent bond,Molecular biophysics,1,2014,2
Covalent bond,Molecular dynamics,1,2014,2
Covalent bond,Biomolecule,1,2014,2
Covalent bond,Characterization (materials science),1,2014,2
Workflow,Polygon mesh,1,2014,2
Workflow,Generalization,1,2014,2
Medical imaging,Process (computing),1,2014,2
Computational fluid dynamics,Hemodynamics,1,2014,2
Scalar (mathematics),Curvilinear coordinates,1,2014,2
Visualization,Pattern recognition (psychology),1,2014,2
Spherical harmonics,Pattern recognition (psychology),1,2014,2
Spherical harmonics,Visualization,1,2014,2
Fidelity,Pattern recognition (psychology),1,2014,2
Fidelity,Spherical harmonics,1,2014,2
Visualization,Hemodynamics,1,2014,2
Shear stress,Hemodynamics,1,2014,2
Shear stress,Visualization,1,2014,2
Computational fluid dynamics,Visualization,1,2014,2
Medical imaging,Polygon mesh,1,2014,2
Computational fluid dynamics,Shear stress,1,2014,2
Aneurysm,Hemodynamics,1,2014,2
Aneurysm,Visualization,1,2014,2
Aneurysm,Shear stress,1,2014,2
Aneurysm,Computational fluid dynamics,1,2014,2
Polygon mesh,Generalization,1,2014,2
Process (computing),Generalization,1,2014,2
Process (computing),Polygon mesh,1,2014,2
Medical imaging,Generalization,1,2014,2
Covalent bond,Molecule,1,2014,2
Flicker,Visualization,1,2014,2
Cluster analysis,Pattern recognition (psychology),1,2014,2
Flicker,Perception,1,2014,2
Shadow mapping,Visualization,1,2014,2
Shadow mapping,Shadow (psychology),1,2014,2
Shadow mapping,Point (geometry),1,2014,2
Rendering (computer graphics),Shadow (psychology),1,2014,2
Rendering (computer graphics),Point (geometry),1,2014,2
Rendering (computer graphics),Shadow mapping,1,2014,2
Computation,Shadow (psychology),1,2014,2
Computation,Point (geometry),1,2014,2
Computation,Shadow mapping,1,2014,2
Scalar field,Leverage (statistics),1,2014,2
Pattern recognition (psychology),Leverage (statistics),1,2014,2
Pattern recognition (psychology),Scalar field,1,2014,2
Segmentation,Leverage (statistics),1,2014,2
Segmentation,Scalar field,1,2014,2
Segmentation,Pattern recognition (psychology),1,2014,2
Invariant (physics),Leverage (statistics),1,2014,2
Invariant (physics),Scalar field,1,2014,2
Invariant (physics),Pattern recognition (psychology),1,2014,2
Invariant (physics),Segmentation,1,2014,2
Cluster analysis,Leverage (statistics),1,2014,2
Cluster analysis,Scalar field,1,2014,2
Point (geometry),Shadow (psychology),1,2014,2
Shadow (psychology),Visualization,1,2014,2
Scalar (mathematics),Curse of dimensionality,1,2014,2
Boundary (topology),Visualization,1,2014,2
Focus (optics),Perception,1,2014,2
Focus (optics),Flicker,1,2014,2
Context (archaeology),Flicker,1,2014,2
Luminance,Visualization,1,2014,2
Luminance,Perception,1,2014,2
Luminance,Flicker,1,2014,2
Luminance,Focus (optics),1,2014,2
Luminance,Context (archaeology),1,2014,2
Key (lock),Pattern recognition (psychology),1,2014,2
Boundary (topology),Pattern recognition (psychology),1,2014,2
Scalar (mathematics),Scalability,1,2014,2
Boundary (topology),Key (lock),1,2014,2
Scalability,Pattern recognition (psychology),1,2014,2
Scalability,Key (lock),1,2014,2
Scalability,Boundary (topology),1,2014,2
Curse of dimensionality,Key (lock),1,2014,2
Curse of dimensionality,Boundary (topology),1,2014,2
Curse of dimensionality,Scalability,1,2014,2
Scalar (mathematics),Key (lock),1,2014,2
Scalar (mathematics),Boundary (topology),1,2014,2
Domain-specific language,Extensibility,1,2014,2
Domain-specific language,Python (programming language),1,2014,2
Visualization,Big data,1,2014,2
Star (game theory),Set (abstract data type),1,2014,2
Variation (astronomy),Dependency (UML),1,2014,2
Variation (astronomy),Multivariate statistics,1,2014,2
Scale (ratio),Dependency (UML),1,2014,2
Scale (ratio),Multivariate statistics,1,2014,2
Scale (ratio),Variation (astronomy),1,2014,2
Scalability,Field (mathematics),1,2014,2
Calibration,Visualization,1,2014,2
Data set,Calibration,1,2014,2
Set (abstract data type),Calibration,1,2014,2
Process (computing),Calibration,1,2014,2
Process (computing),Data set,1,2014,2
Pattern recognition (psychology),Calibration,1,2014,2
Pattern recognition (psychology),Data set,1,2014,2
Pattern recognition (psychology),Process (computing),1,2014,2
Dimensionality reduction,Visualization,1,2014,2
Dimensionality reduction,Calibration,1,2014,2
Dimensionality reduction,Data set,1,2014,2
Dimensionality reduction,Set (abstract data type),1,2014,2
Dimensionality reduction,Process (computing),1,2014,2
Dimensionality reduction,Pattern recognition (psychology),1,2014,2
Star (game theory),Calibration,1,2014,2
Variation (astronomy),Graphics,1,2014,2
Variation (astronomy),Visualization,1,2014,2
Multivariate statistics,Dependency (UML),1,2014,2
Set (abstract data type),Segmentation,1,2014,2
Rectangle,Visualization,1,2014,2
Rectangle,Space (punctuation),1,2014,2
Rectangle,Data structure,1,2014,2
Scale (ratio),Data structure,1,2014,2
Scale (ratio),Rectangle,1,2014,2
Segmentation,Spline (mechanical),1,2014,2
Salient,Spline (mechanical),1,2014,2
Salient,Segmentation,1,2014,2
Set (abstract data type),Spline (mechanical),1,2014,2
Set (abstract data type),Salient,1,2014,2
Multivariate statistics,Graphics,1,2014,2
Boundary (topology),Spline (mechanical),1,2014,2
Boundary (topology),Segmentation,1,2014,2
Boundary (topology),Salient,1,2014,2
Boundary (topology),Set (abstract data type),1,2014,2
Population,Flow (mathematics),1,2014,2
Smoothing,Flow (mathematics),1,2014,2
Smoothing,Population,1,2014,2
Dependency (UML),Visualization,1,2014,2
Dependency (UML),Graphics,1,2014,2
Star (game theory),Data set,1,2014,2
Star (game theory),Process (computing),1,2014,2
Scalability,Big data,1,2014,2
Star (game theory),Dimensionality reduction,1,2014,2
Binary number,Scalability,1,2014,2
Binary number,Scale (ratio),1,2014,2
Intersection (aeronautics),Visualization,1,2014,2
Intersection (aeronautics),Set (abstract data type),1,2014,2
Scalability,Intersection (aeronautics),1,2014,2
Context (archaeology),Set (abstract data type),1,2014,2
Context (archaeology),Intersection (aeronautics),1,2014,2
Context (archaeology),Scalability,1,2014,2
Upset,Visualization,1,2014,2
Upset,Set (abstract data type),1,2014,2
Upset,Intersection (aeronautics),1,2014,2
Upset,Scalability,1,2014,2
Upset,Context (archaeology),1,2014,2
Sorting,Set (abstract data type),1,2014,2
Sorting,Intersection (aeronautics),1,2014,2
Sorting,Scalability,1,2014,2
Sorting,Context (archaeology),1,2014,2
Sorting,Upset,1,2014,2
Task (project management),Intersection (aeronautics),1,2014,2
Task (project management),Scalability,1,2014,2
Task (project management),Context (archaeology),1,2014,2
Binary number,Set (abstract data type),1,2014,2
Binary number,Visualization,1,2014,2
Scale (ratio),Set (abstract data type),1,2014,2
Curse of dimensionality,Data set,1,2014,2
Data point,Visualization,1,2014,2
Data point,Calibration,1,2014,2
Data point,Data set,1,2014,2
Data point,Set (abstract data type),1,2014,2
Data point,Process (computing),1,2014,2
Data point,Pattern recognition (psychology),1,2014,2
Data point,Dimensionality reduction,1,2014,2
Data point,Star (game theory),1,2014,2
Curse of dimensionality,Calibration,1,2014,2
Curse of dimensionality,Set (abstract data type),1,2014,2
Dimension (graph theory),Path (computing),1,2014,2
Curse of dimensionality,Process (computing),1,2014,2
Curse of dimensionality,Dimensionality reduction,1,2014,2
Curse of dimensionality,Star (game theory),1,2014,2
Curse of dimensionality,Data point,1,2014,2
Visualization,Variety (cybernetics),1,2014,2
Path (computing),Variety (cybernetics),1,2014,2
Path (computing),Visualization,1,2014,2
Dimension (graph theory),Variety (cybernetics),1,2014,2
Dimension (graph theory),Visualization,1,2014,2
Data structure,Space (punctuation),1,2014,2
Data structure,Visualization,1,2014,2
Categorical variable,Tree (set theory),1,2014,2
Categorical variable,Pattern recognition (psychology),1,2014,2
Encoding (memory),Inference,1,2014,2
Encoding (memory),Transparency (behavior),1,2014,2
Mean squared error,Visualization,1,2014,2
Mean squared error,Data set,1,2014,2
Mean squared error,Set (abstract data type),1,2014,2
Mean squared error,Error bar,1,2014,2
Mean squared error,Bar chart,1,2014,2
Mean squared error,Inference,1,2014,2
Mean squared error,Transparency (behavior),1,2014,2
Mean squared error,Encoding (memory),1,2014,2
Standard error,Visualization,1,2014,2
Standard error,Data set,1,2014,2
Standard error,Set (abstract data type),1,2014,2
Standard error,Error bar,1,2014,2
