source,target,value,year,level
Variable (mathematics),Feature selection,1,2020,2
Variable (mathematics),Pattern recognition (psychology),1,2020,2
Variable (mathematics),Matching (statistics),1,2020,2
Variable (mathematics),Divergence (linguistics),1,2020,2
Adversarial system,Automatic summarization,1,2020,2
Convolutional neural network,Perception,1,2020,2
Topological data analysis,Maxima and minima,1,2020,2
Convolutional neural network,Automatic summarization,1,2020,2
Topological data analysis,Scalar field,1,2020,2
Topological data analysis,Speedup,1,2020,2
Topological data analysis,Field (mathematics),1,2020,2
Scalar (mathematics),Speedup,1,2020,2
Scalar (mathematics),Topological data analysis,1,2020,2
Ensemble forecasting,Generalization,1,2020,2
Ensemble forecasting,Set (abstract data type),1,2020,2
Ensemble learning,Generalization,1,2020,2
Ensemble learning,Set (abstract data type),1,2020,2
Boosting (machine learning),Visualization,1,2020,2
Boosting (machine learning),Generalization,1,2020,2
Boosting (machine learning),Set (abstract data type),1,2020,2
Boosting (machine learning),Ensemble forecasting,1,2020,2
Boosting (machine learning),Ensemble learning,1,2020,2
Bitmap,Visualization,1,2020,2
Chart,Bitmap,1,2020,2
Perception,Automatic summarization,1,2020,2
Situation awareness,Automatic summarization,1,2020,2
Situation awareness,Visualization,1,2020,2
Situation awareness,Perception,1,2020,2
Analytics,Perception,1,2020,2
Analytics,Situation awareness,1,2020,2
Deep learning,Automatic summarization,1,2020,2
Deep learning,Perception,1,2020,2
Deep learning,Situation awareness,1,2020,2
Judgement,Bivariate analysis,1,2020,2
Judgement,Bayesian probability,1,2020,2
Judgement,Correlation,1,2020,2
Sample size determination,Argus,1,2020,2
Key (lock),Power (physics),1,2020,2
Key (lock),Argus,1,2020,2
Key (lock),Sample (material),1,2020,2
A priori and a posteriori,Statistical analysis,1,2020,2
A priori and a posteriori,Visualization,1,2020,2
A priori and a posteriori,Power (physics),1,2020,2
A priori and a posteriori,Argus,1,2020,2
A priori and a posteriori,Sample (material),1,2020,2
A priori and a posteriori,Key (lock),1,2020,2
Sample size determination,Statistical analysis,1,2020,2
Sample size determination,Visualization,1,2020,2
Sample size determination,Power (physics),1,2020,2
Sample size determination,Sample (material),1,2020,2
Deep learning,Set (abstract data type),1,2020,2
Sample size determination,Key (lock),1,2020,2
Sample size determination,A priori and a posteriori,1,2020,2
Statistical power,Statistical analysis,1,2020,2
Statistical power,Visualization,1,2020,2
Statistical power,Power (physics),1,2020,2
Statistical power,Argus,1,2020,2
Statistical power,Sample (material),1,2020,2
Statistical power,Key (lock),1,2020,2
Statistical power,A priori and a posteriori,1,2020,2
Statistical power,Sample size determination,1,2020,2
Knot (papermaking),Sketch,1,2020,2
Mathematical model,Sketch,1,2020,2
Key (lock),Statistical analysis,1,2020,2
Sample (material),Argus,1,2020,2
Sample (material),Power (physics),1,2020,2
Sample (material),Visualization,1,2020,2
Laminar flow,Visualization,1,2020,2
Laminar flow,Data set,1,2020,2
Laminar flow,Set (abstract data type),1,2020,2
Laminar flow,Artificial neural network,1,2020,2
Laminar flow,Flow (mathematics),1,2020,2
Laminar flow,Deep learning,1,2020,2
Convolutional neural network,Data set,1,2020,2
Convolutional neural network,Set (abstract data type),1,2020,2
Convolutional neural network,Flow (mathematics),1,2020,2
Convolutional neural network,Laminar flow,1,2020,2
Fluid dynamics,Visualization,1,2020,2
Fluid dynamics,Data set,1,2020,2
Fluid dynamics,Set (abstract data type),1,2020,2
Fluid dynamics,Artificial neural network,1,2020,2
Fluid dynamics,Flow (mathematics),1,2020,2
Fluid dynamics,Deep learning,1,2020,2
Fluid dynamics,Laminar flow,1,2020,2
Fluid dynamics,Convolutional neural network,1,2020,2
Visualization,Statistical analysis,1,2020,2
Power (physics),Statistical analysis,1,2020,2
Power (physics),Visualization,1,2020,2
Argus,Statistical analysis,1,2020,2
Argus,Visualization,1,2020,2
Argus,Power (physics),1,2020,2
Sample (material),Statistical analysis,1,2020,2
Mathematical model,Knot (papermaking),1,2020,2
Categorization,Data management,1,2020,2
Visualization,Data management,1,2020,2
Data point,Dimensionality reduction,1,2020,2
Curse of dimensionality,Multidimensional data,1,2020,2
Curse of dimensionality,Multivariate statistics,1,2020,2
Curse of dimensionality,Time series,1,2020,2
Curse of dimensionality,Data point,1,2020,2
Visualization,Reuse,1,2020,2
Transfer of learning,Reuse,1,2020,2
Transfer of learning,Visualization,1,2020,2
Artificial neural network,Reuse,1,2020,2
Data modeling,Reuse,1,2020,2
Data modeling,Visualization,1,2020,2
Data modeling,Transfer of learning,1,2020,2
Data modeling,Artificial neural network,1,2020,2
Process (computing),Reuse,1,2020,2
Process (computing),Transfer of learning,1,2020,2
Process (computing),Data modeling,1,2020,2
Deep learning,Reuse,1,2020,2
Deep learning,Data modeling,1,2020,2
Deep learning,Process (computing),1,2020,2
Task (project management),Reuse,1,2020,2
Task (project management),Transfer of learning,1,2020,2
Task (project management),Data modeling,1,2020,2
Task (project management),Deep learning,1,2020,2
Convolutional neural network,Reuse,1,2020,2
Convolutional neural network,Transfer of learning,1,2020,2
Convolutional neural network,Data modeling,1,2020,2
Data point,Time series,1,2020,2
Data point,Multivariate statistics,1,2020,2
Search engine indexing,Data management,1,2020,2
Data point,Visualization,1,2020,2
Search engine indexing,Categorization,1,2020,2
Search engine indexing,Visualization,1,2020,2
Generality,Data management,1,2020,2
Generality,Categorization,1,2020,2
Generality,Visualization,1,2020,2
Generality,Search engine indexing,1,2020,2
Spatial analysis,Dimension (graph theory),1,2020,2
Space (punctuation),Dimension (graph theory),1,2020,2
Space (punctuation),Spatial analysis,1,2020,2
Cluster analysis,Dimension (graph theory),1,2020,2
Cluster analysis,Spatial analysis,1,2020,2
Cluster analysis,Space (punctuation),1,2020,2
Usability,Dimension (graph theory),1,2020,2
Usability,Spatial analysis,1,2020,2
Usability,Space (punctuation),1,2020,2
Usability,Cluster analysis,1,2020,2
Visualization,Multidimensional data,1,2020,2
Multivariate statistics,Multidimensional data,1,2020,2
Dimensionality reduction,Multidimensional data,1,2020,2
Dimensionality reduction,Multivariate statistics,1,2020,2
Time series,Multidimensional data,1,2020,2
Time series,Visualization,1,2020,2
Time series,Multivariate statistics,1,2020,2
Time series,Dimensionality reduction,1,2020,2
Data point,Multidimensional data,1,2020,2
Deep learning,Flow (mathematics),1,2020,2
Deep learning,Data set,1,2020,2
Digital subscriber line,Visualization,1,2020,2
Exploratory data analysis,Graph,1,2020,2
Computational linguistics,Visualization,1,2020,2
Computational linguistics,Task (project management),1,2020,2
Graph,Ranking (information retrieval),1,2020,2
PageRank,Ranking (information retrieval),1,2020,2
PageRank,Graph,1,2020,2
Analytics,Ranking (information retrieval),1,2020,2
Analytics,PageRank,1,2020,2
Graph,Domain (mathematical analysis),1,2020,2
Graph,Set (abstract data type),1,2020,2
Process (computing),Graph,1,2020,2
Exploratory data analysis,Visualization,1,2020,2
Exploratory data analysis,Domain (mathematical analysis),1,2020,2
Exploratory data analysis,Process (computing),1,2020,2
Flow (mathematics),Artificial neural network,1,2020,2
Causal structure,Visualization,1,2020,2
Causal structure,Domain (mathematical analysis),1,2020,2
Causal structure,Set (abstract data type),1,2020,2
Causal structure,Graph,1,2020,2
Causal structure,Process (computing),1,2020,2
Causal structure,Analytics,1,2020,2
Causal structure,Exploratory data analysis,1,2020,2
Workflow,Domain (mathematical analysis),1,2020,2
Workflow,Set (abstract data type),1,2020,2
Workflow,Graph,1,2020,2
Workflow,Analytics,1,2020,2
Workflow,Exploratory data analysis,1,2020,2
Sentence,Task (project management),1,2020,2
Sentence,Language model,1,2020,2
Sentence,Variety (cybernetics),1,2020,2
Sentence,Process (computing),1,2020,2
Transparency (behavior),Digital subscriber line,1,2020,2
Scripting language,Digital subscriber line,1,2020,2
Scripting language,Transparency (behavior),1,2020,2
Compiler,Visualization,1,2020,2
Compiler,Digital subscriber line,1,2020,2
Compiler,Transparency (behavior),1,2020,2
Compiler,Scripting language,1,2020,2
Inference,Interpretation (philosophy),1,2020,2
Visualization,Interpretation (philosophy),1,2020,2
Visualization,Inference,1,2020,2
Bayesian probability,Interpretation (philosophy),1,2020,2
Bayesian probability,Inference,1,2020,2
Visualization,Tracing,1,2020,2
Process (computing),Tracing,1,2020,2
Variety (cybernetics),Tracing,1,2020,2
Variety (cybernetics),Process (computing),1,2020,2
Language model,Tracing,1,2020,2
Language model,Visualization,1,2020,2
Language model,Process (computing),1,2020,2
Language model,Variety (cybernetics),1,2020,2
Task (project management),Tracing,1,2020,2
Task (project management),Variety (cybernetics),1,2020,2
Task (project management),Language model,1,2020,2
Sentence,Tracing,1,2020,2
Sentence,Visualization,1,2020,2
Workflow,Causal structure,1,2020,2
Causal model,Domain (mathematical analysis),1,2020,2
Causal model,Graph,1,2020,2
Opacity,Visualization,1,2020,2
Opacity,Data structure,1,2020,2
Rendering (computer graphics),Opacity,1,2020,2
Pipeline (software),Grid,1,2020,2
Salient,Grid,1,2020,2
Salient,Pipeline (software),1,2020,2
Contiguity,Grid,1,2020,2
Contiguity,Pipeline (software),1,2020,2
Contiguity,Salient,1,2020,2
Simple (philosophy),Grid,1,2020,2
Simple (philosophy),Pipeline (software),1,2020,2
Simple (philosophy),Salient,1,2020,2
Simple (philosophy),Contiguity,1,2020,2
Space (punctuation),Graphical user interface,1,2020,2
User interface,Visualization,1,2020,2
User interface,Graphical user interface,1,2020,2
User interface,Space (punctuation),1,2020,2
Multiple,Visualization,1,2020,2
Multiple,Graphical user interface,1,2020,2
Multiple,Space (punctuation),1,2020,2
Multiple,User interface,1,2020,2
Data set,Visualization,1,2020,2
Artificial neural network,Data set,1,2020,2
Flow (mathematics),Visualization,1,2020,2
Flow (mathematics),Data set,1,2020,2
Flow (mathematics),Set (abstract data type),1,2020,2
Opacity,Voxel,1,2020,2
Opacity,Ray tracing (physics),1,2020,2
Causal model,Process (computing),1,2020,2
Voxel,Visualization,1,2020,2
Causal model,Analytics,1,2020,2
Causal model,Exploratory data analysis,1,2020,2
Causal model,Causal structure,1,2020,2
Causal model,Workflow,1,2020,2
Identification (biology),Automatic summarization,1,2020,2
System dynamics,Automatic summarization,1,2020,2
System dynamics,Visualization,1,2020,2
System dynamics,Identification (biology),1,2020,2
Analytics,System dynamics,1,2020,2
State variable,Automatic summarization,1,2020,2
State variable,Visualization,1,2020,2
State variable,Identification (biology),1,2020,2
State variable,System dynamics,1,2020,2
State variable,Analytics,1,2020,2
Dynamical systems theory,Automatic summarization,1,2020,2
Dynamical systems theory,Visualization,1,2020,2
Dynamical systems theory,Identification (biology),1,2020,2
Dynamical systems theory,System dynamics,1,2020,2
Dynamical systems theory,Analytics,1,2020,2
Dynamical systems theory,State variable,1,2020,2
Visualization,Suite,1,2020,2
Maxima and minima,Suite,1,2020,2
Maxima and minima,Visualization,1,2020,2
Scalar (mathematics),Suite,1,2020,2
Voxel,Ray tracing (physics),1,2020,2
Formative assessment,Animation,1,2020,2
Formative assessment,Graphics,1,2020,2
Substructure,Link (geometry),1,2020,2
Outlier,Probability distribution,1,2020,2
Multidimensional scaling,Probabilistic logic,1,2020,2
Probability density function,Probability distribution,1,2020,2
Probability density function,Visualization,1,2020,2
Probability density function,Pattern recognition (psychology),1,2020,2
Probability density function,Probabilistic logic,1,2020,2
Probability density function,Multidimensional scaling,1,2020,2
Mixture model,Probability distribution,1,2020,2
Mixture model,Visualization,1,2020,2
Mixture model,Pattern recognition (psychology),1,2020,2
Mixture model,Probabilistic logic,1,2020,2
Mixture model,Multidimensional scaling,1,2020,2
Mixture model,Probability density function,1,2020,2
Outlier,Probabilistic logic,1,2020,2
Python (programming language),Visualization,1,2020,2
Outlier,Multidimensional scaling,1,2020,2
Outlier,Probability density function,1,2020,2
Outlier,Mixture model,1,2020,2
Cluster analysis,Probability distribution,1,2020,2
Cluster analysis,Probabilistic logic,1,2020,2
Cluster analysis,Multidimensional scaling,1,2020,2
Cluster analysis,Probability density function,1,2020,2
Cluster analysis,Mixture model,1,2020,2
Cluster analysis,Outlier,1,2020,2
Natural language,Visualization,1,2020,2
JSON,Natural language,1,2020,2
Rendering (computer graphics),Natural language,1,2020,2
Multidimensional scaling,Probability distribution,1,2020,2
Probabilistic logic,Pattern recognition (psychology),1,2020,2
Probabilistic logic,Probability distribution,1,2020,2
Pattern recognition (psychology),Probability distribution,1,2020,2
Lossy compression,Terabyte,1,2020,2
Lossy compression,Encoding (memory),1,2020,2
Tree (set theory),Parameterized complexity,1,2020,2
Tree (set theory),Data compression,1,2020,2
Tree (set theory),Terabyte,1,2020,2
Tree (set theory),Encoding (memory),1,2020,2
Tree (set theory),Lossy compression,1,2020,2
Field (mathematics),Parameterized complexity,1,2020,2
Field (mathematics),Data compression,1,2020,2
Field (mathematics),Terabyte,1,2020,2
Field (mathematics),Encoding (memory),1,2020,2
Field (mathematics),Lossy compression,1,2020,2
Field (mathematics),Tree (set theory),1,2020,2
Scalar (mathematics),Parameterized complexity,1,2020,2
Scalar (mathematics),Data compression,1,2020,2
Scalar (mathematics),Terabyte,1,2020,2
Scalar (mathematics),Encoding (memory),1,2020,2
Scalar (mathematics),Lossy compression,1,2020,2
Scalar (mathematics),Tree (set theory),1,2020,2
Hyperparameter,Set (abstract data type),1,2020,2
Hyperparameter,Artificial neural network,1,2020,2
Analytics,Artificial neural network,1,2020,2
Analytics,Hyperparameter,1,2020,2
Task (project management),Hyperparameter,1,2020,2
Visualization,Probability distribution,1,2020,2
Rendering (computer graphics),JSON,1,2020,2
Python (programming language),Natural language,1,2020,2
Formative assessment,Visualization,1,2020,2
Context (archaeology),Perspective (graphical),1,2020,2
Visualization,Soundness,1,2020,2
Qualitative research,Soundness,1,2020,2
Qualitative research,Visualization,1,2020,2
Domain (mathematical analysis),Soundness,1,2020,2
Domain (mathematical analysis),Qualitative research,1,2020,2
Perspective (graphical),Soundness,1,2020,2
Perspective (graphical),Qualitative research,1,2020,2
Process (computing),Soundness,1,2020,2
Process (computing),Qualitative research,1,2020,2
Process (computing),Perspective (graphical),1,2020,2
Context (archaeology),Soundness,1,2020,2
Context (archaeology),Qualitative research,1,2020,2
Field (mathematics),Soundness,1,2020,2
Python (programming language),JSON,1,2020,2
Field (mathematics),Qualitative research,1,2020,2
Field (mathematics),Domain (mathematical analysis),1,2020,2
Field (mathematics),Perspective (graphical),1,2020,2
Field (mathematics),Context (archaeology),1,2020,2
Visual reasoning,Soundness,1,2020,2
Visual reasoning,Qualitative research,1,2020,2
Visual reasoning,Domain (mathematical analysis),1,2020,2
Visual reasoning,Perspective (graphical),1,2020,2
Visual reasoning,Process (computing),1,2020,2
Visual reasoning,Context (archaeology),1,2020,2
Visual reasoning,Field (mathematics),1,2020,2
Task (project management),Perspective (graphical),1,2020,2
Variable (mathematics),Stability (learning theory),1,2020,2
Variable (mathematics),Dimension (graph theory),1,2020,2
Variable (mathematics),Ensemble learning,1,2020,2
Variable (mathematics),Ensemble forecasting,1,2020,2
Python (programming language),Rendering (computer graphics),1,2020,2
Uncertainty analysis,Visualization,1,2020,2
Domain (mathematical analysis),Uncertainty analysis,1,2020,2
Perspective (graphical),Uncertainty analysis,1,2020,2
Ensemble forecasting,Uncertainty analysis,1,2020,2
Ensemble forecasting,Domain (mathematical analysis),1,2020,2
Ensemble forecasting,Perspective (graphical),1,2020,2
Ensemble learning,Uncertainty analysis,1,2020,2
Ensemble learning,Domain (mathematical analysis),1,2020,2
Ensemble learning,Perspective (graphical),1,2020,2
Dimension (graph theory),Visualization,1,2020,2
Dimension (graph theory),Uncertainty analysis,1,2020,2
Dimension (graph theory),Domain (mathematical analysis),1,2020,2
Dimension (graph theory),Perspective (graphical),1,2020,2
Dimension (graph theory),Ensemble forecasting,1,2020,2
Dimension (graph theory),Ensemble learning,1,2020,2
Stability (learning theory),Visualization,1,2020,2
Stability (learning theory),Uncertainty analysis,1,2020,2
Stability (learning theory),Domain (mathematical analysis),1,2020,2
Stability (learning theory),Perspective (graphical),1,2020,2
Stability (learning theory),Ensemble forecasting,1,2020,2
Stability (learning theory),Ensemble learning,1,2020,2
Stability (learning theory),Dimension (graph theory),1,2020,2
Variable (mathematics),Uncertainty analysis,1,2020,2
Variable (mathematics),Domain (mathematical analysis),1,2020,2
Lossy compression,Data compression,1,2020,2
Lossy compression,Parameterized complexity,1,2020,2
Encoding (memory),Terabyte,1,2020,2
Market segmentation,Set (abstract data type),1,2020,2
Analytics,Similarity measure,1,2020,2
Relevance (law),Similarity measure,1,2020,2
Relevance (law),Analytics,1,2020,2
Knowledge base,Visualization,1,2020,2
Knowledge base,Similarity measure,1,2020,2
Knowledge base,Analytics,1,2020,2
Knowledge base,Relevance (law),1,2020,2
Domain (mathematical analysis),Segmentation,1,2020,2
Set (abstract data type),Segmentation,1,2020,2
Market segmentation,Visualization,1,2020,2
Market segmentation,Segmentation,1,2020,2
Market segmentation,Domain (mathematical analysis),1,2020,2
Analytics,Segmentation,1,2020,2
Encoding (memory),Data compression,1,2020,2
Analytics,Market segmentation,1,2020,2
Cluster analysis,Segmentation,1,2020,2
Cluster analysis,Domain (mathematical analysis),1,2020,2
Cluster analysis,Market segmentation,1,2020,2
Cluster analysis,Analytics,1,2020,2
Scale (ratio),Segmentation,1,2020,2
Scale (ratio),Domain (mathematical analysis),1,2020,2
Scale (ratio),Market segmentation,1,2020,2
Scale (ratio),Analytics,1,2020,2
Scale (ratio),Cluster analysis,1,2020,2
Dynamic network analysis,Visualization,1,2020,2
CLARITY,Dynamic network analysis,1,2020,2
Similarity measure,Visualization,1,2020,2
Abstraction,Segmentation,1,2020,2
Context (archaeology),External Data Representation,1,2020,2
Context (archaeology),Segmentation,1,2020,2
Substructure,Node (physics),1,2020,2
Embedding,Graph,1,2020,2
Embedding,Key (lock),1,2020,2
Embedding,Link (geometry),1,2020,2
Embedding,Node (physics),1,2020,2
Embedding,Substructure,1,2020,2
Domain (mathematical analysis),Virtual reality,1,2020,2
Perspective (graphical),Virtual reality,1,2020,2
Analytics,Perspective (graphical),1,2020,2
Trajectory,Virtual reality,1,2020,2
Trajectory,Domain (mathematical analysis),1,2020,2
Trajectory,Perspective (graphical),1,2020,2
Trajectory,Analytics,1,2020,2
Social media,Narrative,1,2020,2
Visualization,Social media,1,2020,2
Medical prescription,Narrative,1,2020,2
Medical prescription,Social media,1,2020,2
Medical prescription,Visualization,1,2020,2
Regression analysis,Atmospheric model,1,2020,2
Parameter space,Atmospheric model,1,2020,2
Parameter space,Regression analysis,1,2020,2
Space (punctuation),Atmospheric model,1,2020,2
Space (punctuation),Regression analysis,1,2020,2
Space (punctuation),Parameter space,1,2020,2
External Data Representation,Segmentation,1,2020,2
Animation,Dynamic network analysis,1,2020,2
Animation,CLARITY,1,2020,2
Rendering (computer graphics),Dynamic network analysis,1,2020,2
Spurious relationship,Artificial neural network,1,2020,2
Spurious relationship,Computer graphics,1,2020,2
Spurious relationship,Outlier,1,2020,2
Feature (linguistics),Debugging,1,2020,2
Feature (linguistics),Visualization,1,2020,2
Feature (linguistics),Domain (mathematical analysis),1,2020,2
Feature (linguistics),Artificial neural network,1,2020,2
Feature (linguistics),Deep learning,1,2020,2
Feature (linguistics),Computer graphics,1,2020,2
Feature (linguistics),Outlier,1,2020,2
Feature (linguistics),Spurious relationship,1,2020,2
Classifier (UML),Categorization,1,2020,2
Metaphor,Categorization,1,2020,2
Metaphor,Classifier (UML),1,2020,2
Relevance (law),Categorization,1,2020,2
Relevance (law),Classifier (UML),1,2020,2
Relevance (law),Metaphor,1,2020,2
Visualization,Software,1,2020,2
Domain (mathematical analysis),Software,1,2020,2
Automotive industry,Software,1,2020,2
Automotive industry,Visualization,1,2020,2
Automotive industry,Domain (mathematical analysis),1,2020,2
Data compression,Parameterized complexity,1,2020,2
Terabyte,Parameterized complexity,1,2020,2
Terabyte,Data compression,1,2020,2
Encoding (memory),Parameterized complexity,1,2020,2
Spurious relationship,Deep learning,1,2020,2
Spurious relationship,Domain (mathematical analysis),1,2020,2
Rendering (computer graphics),CLARITY,1,2020,2
Spurious relationship,Pattern recognition (psychology),1,2020,2
Rendering (computer graphics),Animation,1,2020,2
Comprehension,Visualization,1,2020,2
Comprehension,Dynamic network analysis,1,2020,2
Comprehension,CLARITY,1,2020,2
Comprehension,Animation,1,2020,2
Comprehension,Rendering (computer graphics),1,2020,2
Domain (mathematical analysis),Debugging,1,2020,2
Domain (mathematical analysis),Pattern recognition (psychology),1,2020,2
Artificial neural network,Debugging,1,2020,2
Artificial neural network,Pattern recognition (psychology),1,2020,2
Artificial neural network,Domain (mathematical analysis),1,2020,2
Deep learning,Debugging,1,2020,2
Deep learning,Domain (mathematical analysis),1,2020,2
Computer graphics,Debugging,1,2020,2
Computer graphics,Pattern recognition (psychology),1,2020,2
Computer graphics,Domain (mathematical analysis),1,2020,2
Computer graphics,Artificial neural network,1,2020,2
Computer graphics,Deep learning,1,2020,2
Outlier,Debugging,1,2020,2
Outlier,Domain (mathematical analysis),1,2020,2
Outlier,Artificial neural network,1,2020,2
Outlier,Deep learning,1,2020,2
Outlier,Computer graphics,1,2020,2
Spurious relationship,Debugging,1,2020,2
Spurious relationship,Visualization,1,2020,2
Volume (thermodynamics),Visualization,1,2020,2
Volume (thermodynamics),Pattern recognition (psychology),1,2020,2
Scalability,Pattern recognition (psychology),1,2020,2
Merge (version control),Pattern recognition (psychology),1,2020,2
Usability,Set (abstract data type),1,2020,2
Usability,Key (lock),1,2020,2
Usability,Bridge (graph theory),1,2020,2
Visualization,JavaScript,1,2020,2
Class (philosophy),JavaScript,1,2020,2
Class (philosophy),Visualization,1,2020,2
Collaborative software,JavaScript,1,2020,2
Collaborative software,Visualization,1,2020,2
Collaborative software,Class (philosophy),1,2020,2
Identification (biology),Pattern recognition (psychology),1,2020,2
Identification (biology),Perception,1,2020,2
Merge (version control),Visualization,1,2020,2
Merge (version control),Perception,1,2020,2
Pie chart,Visualization,1,2020,2
Merge (version control),Identification (biology),1,2020,2
CLARITY,Pattern recognition (psychology),1,2020,2
CLARITY,Perception,1,2020,2
CLARITY,Identification (biology),1,2020,2
CLARITY,Merge (version control),1,2020,2
Cluster (spacecraft),Visualization,1,2020,2
Cluster (spacecraft),Pattern recognition (psychology),1,2020,2
Cluster (spacecraft),Perception,1,2020,2
Cluster (spacecraft),Identification (biology),1,2020,2
Cluster (spacecraft),Merge (version control),1,2020,2
Cluster (spacecraft),CLARITY,1,2020,2
Cluster analysis,Perception,1,2020,2
Usability,Event (particle physics),1,2020,2
Usability,Heuristics,1,2020,2
Bridge (graph theory),Key (lock),1,2020,2
Bridge (graph theory),Set (abstract data type),1,2020,2
Pie chart,Popularity,1,2020,2
Pie chart,Bar chart,1,2020,2
Pie chart,Chart,1,2020,2
Pie chart,Differential privacy,1,2020,2
Pie chart,Population,1,2020,2
Pie chart,Plot (graphics),1,2020,2
Projection (relational algebra),Pattern recognition (psychology),1,2020,2
Benchmark (surveying),Visualization,1,2020,2
Benchmark (surveying),Pattern recognition (psychology),1,2020,2
Benchmark (surveying),Projection (relational algebra),1,2020,2
Linear subspace,Visualization,1,2020,2
Linear subspace,Pattern recognition (psychology),1,2020,2
Linear subspace,Projection (relational algebra),1,2020,2
Linear subspace,Benchmark (surveying),1,2020,2
Subspace topology,Visualization,1,2020,2
Subspace topology,Pattern recognition (psychology),1,2020,2
Subspace topology,Projection (relational algebra),1,2020,2
Subspace topology,Benchmark (surveying),1,2020,2
Subspace topology,Linear subspace,1,2020,2
Event (particle physics),Heuristics,1,2020,2
Set (abstract data type),Heuristics,1,2020,2
Key (lock),Heuristics,1,2020,2
Key (lock),Event (particle physics),1,2020,2
Key (lock),Set (abstract data type),1,2020,2
Bridge (graph theory),Heuristics,1,2020,2
Cluster analysis,Identification (biology),1,2020,2
Cluster analysis,Merge (version control),1,2020,2
Cluster analysis,CLARITY,1,2020,2
Pipeline transport,Set (abstract data type),1,2020,2
Visualization,Recommender system,1,2020,2
Graphics,Recommender system,1,2020,2
Process (computing),Recommender system,1,2020,2
Process (computing),Graphics,1,2020,2
Animation,Recommender system,1,2020,2
Animation,Graphics,1,2020,2
Function (biology),Recommender system,1,2020,2
Function (biology),Visualization,1,2020,2
Function (biology),Graphics,1,2020,2
Function (biology),Process (computing),1,2020,2
Function (biology),Animation,1,2020,2
Grammar,Recommender system,1,2020,2
Grammar,Visualization,1,2020,2
Grammar,Graphics,1,2020,2
Grammar,Process (computing),1,2020,2
Grammar,Animation,1,2020,2
Grammar,Function (biology),1,2020,2
Ranking (information retrieval),Recommender system,1,2020,2
Ranking (information retrieval),Visualization,1,2020,2
Ranking (information retrieval),Graphics,1,2020,2
Ranking (information retrieval),Process (computing),1,2020,2
Ranking (information retrieval),Animation,1,2020,2
Ranking (information retrieval),Function (biology),1,2020,2
Ranking (information retrieval),Grammar,1,2020,2
Formative assessment,Recommender system,1,2020,2
Pipeline transport,Variety (cybernetics),1,2020,2
Pipeline transport,Pipeline (software),1,2020,2
Cluster analysis,Cluster (spacecraft),1,2020,2
Pipeline transport,Visualization,1,2020,2
Context (archaeology),USable,1,2020,2
Scheduling (production processes),Visualization,1,2020,2
Scheduling (production processes),USable,1,2020,2
Scheduling (production processes),Context (archaeology),1,2020,2
Variety (cybernetics),USable,1,2020,2
Variety (cybernetics),Context (archaeology),1,2020,2
Variety (cybernetics),Scheduling (production processes),1,2020,2
Tracing,Virtual reality,1,2020,2
Tracing,Visualization,1,2020,2
Field (mathematics),Virtual reality,1,2020,2
Field (mathematics),Tracing,1,2020,2
Ray tracing (physics),Virtual reality,1,2020,2
Ray tracing (physics),Visualization,1,2020,2
Ray tracing (physics),Tracing,1,2020,2
Ray tracing (physics),Field (mathematics),1,2020,2
Usability,Virtual reality,1,2020,2
Usability,Tracing,1,2020,2
Usability,Field (mathematics),1,2020,2
Usability,Ray tracing (physics),1,2020,2
Pipeline (software),Debugging,1,2020,2
Pipeline (software),Visualization,1,2020,2
Set (abstract data type),Debugging,1,2020,2
Variety (cybernetics),Debugging,1,2020,2
Variety (cybernetics),Pipeline (software),1,2020,2
Pipeline transport,Debugging,1,2020,2
Pie chart,Radar chart,1,2020,2
Pie chart,Scatter plot,1,2020,2
Scalability,Volume (thermodynamics),1,2020,2
Distance matrices in phylogeny,Pairwise comparison,1,2020,2
Pairwise comparison,Multidimensional scaling,1,2020,2
Pairwise comparison,Perspective (graphical),1,2020,2
Pairwise comparison,Set (abstract data type),1,2020,2
Pairwise comparison,Distance matrix,1,2020,2
Pairwise comparison,Data point,1,2020,2
Distance matrices in phylogeny,Generalization,1,2020,2
Distance matrices in phylogeny,Data set,1,2020,2
Distance matrices in phylogeny,Multidimensional scaling,1,2020,2
Distance matrices in phylogeny,Perspective (graphical),1,2020,2
Distance matrices in phylogeny,Set (abstract data type),1,2020,2
Distance matrices in phylogeny,Distance matrix,1,2020,2
Distance matrices in phylogeny,Data point,1,2020,2
Variable (mathematics),Generalization,1,2020,2
Plot (graphics),Population,1,2020,2
Variable (mathematics),Data set,1,2020,2
Variable (mathematics),Multidimensional scaling,1,2020,2
Variable (mathematics),Distance matrix,1,2020,2
Variable (mathematics),Data point,1,2020,2
Variable (mathematics),Pairwise comparison,1,2020,2
Variable (mathematics),Distance matrices in phylogeny,1,2020,2
Embedding,Generalization,1,2020,2
Embedding,Data set,1,2020,2
Embedding,Multidimensional scaling,1,2020,2
Embedding,Perspective (graphical),1,2020,2
Embedding,Set (abstract data type),1,2020,2
Embedding,Distance matrix,1,2020,2
Pairwise comparison,Data set,1,2020,2
Pairwise comparison,Generalization,1,2020,2
Data point,Distance matrix,1,2020,2
Data point,Set (abstract data type),1,2020,2
Deep learning,Scalability,1,2020,2
Embedding,Pattern recognition (psychology),1,2020,2
Embedding,Volume (thermodynamics),1,2020,2
Embedding,Scalability,1,2020,2
Embedding,Deep learning,1,2020,2
Convolutional neural network,Pattern recognition (psychology),1,2020,2
