Year,DOI,Title,OpenAlex Year,OpenAlex Publication Date,OpenAlex ID,OpenAlex Title,OpenAlex DOI,OpenAlex URL,OpenAlex Venue ID,OpenAlex Venue Name,OpenAlex Publisher,Publication Type,OpenAlex First Page,OpenAlex Last Page,Number of Pages,Number of References,Number of Authors,Number of Concepts,Number of Citations,Citation API URL,Number of Citation API URLs
2007,10.1109/TVCG.2007.70582,NodeTrix: a Hybrid Visualization of Social Networks,2007,2007-11-01,W2111347866,NodeTrix: a Hybrid Visualization of Social Networks,https://doi.org/10.1109/tvcg.2007.70582,https://doi.org/10.1109/tvcg.2007.70582,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1302,1309,8.0,36,3,15,443,https://api.openalex.org/works?filter=cites:W2111347866,1
1999,10.1109/VISUAL.1999.809866,Hierarchical parallel coordinates for exploration of large datasets,1999,1999-10-24,W2145646037,Hierarchical parallel coordinates for exploration of large datasets,https://doi.org/10.5555/319351.319355,https://doi.org/10.1109/VISUAL.1999.809866,,ieee visualization,IEEE Computer Society Press,proceedings-article,43,50,8.0,28,3,12,353,https://api.openalex.org/works?filter=cites:W2145646037,1
2007,10.1109/VAST.2007.4389006,Jigsaw: Supporting Investigative Analysis through Interactive Visualization,2008,2008-04-01,W2169700383,Jigsaw: supporting investigative analysis through interactive visualization,https://doi.org/10.1145/1466620.1466622,https://doi.org/10.1057/palgrave.ivs.9500180,https://openalex.org/V55152591,Information Visualization,SAGE,journal-article,118,132,15.0,34,3,11,347,https://api.openalex.org/works?filter=cites:W2169700383,1
2001,10.1109/VISUAL.2001.964519,Interactive volume rendering using multi-dimensional transfer functions and direct manipulation widgets,2001,2001-10-21,W2104451730,Interactive volume rendering using multi-dimensional transfer functions and direct manipulation widgets,https://doi.org/10.5555/601671.601711,http://doi.org/10.1109/VISUAL.2001.964519,,ieee visualization,IEEE Computer Society,proceedings-article,255,262,8.0,32,3,13,313,https://api.openalex.org/works?filter=cites:W2104451730,1
2014,10.1109/TVCG.2014.2346248,UpSet: Visualization of Intersecting Sets,2014,2014-11-06,W1973012451,UpSet: Visualization of Intersecting Sets.,https://doi.org/10.1109/tvcg.2014.2346248,https://doi.org/10.1109/tvcg.2014.2346248,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1983,1992,10.0,28,5,14,924,https://api.openalex.org/works?filter=cites:W1973012451,1
2005,10.1109/INFVIS.2005.1532136,Low-level components of analytic activity in information visualization,2005,2005-10-23,W1512287614,Low-level components of analytic activity in information visualization,https://doi.org/10.1109/infovis.2005.24,https://doi.org/10.1109/infovis.2005.24,,ieee symposium on information visualization,IEEE Computer Society,proceedings-article,15,15,1.0,14,3,10,461,https://api.openalex.org/works?filter=cites:W1512287614,1
2000,10.1109/INFVIS.2000.885098,ThemeRiver: visualizing theme changes over time,2000,2000-10-09,W2114313114,ThemeRiver: visualizing theme changes over time,https://doi.org/10.1109/infvis.2000.885098,https://doi.org/10.1109/infvis.2000.885098,,ieee symposium on information visualization,IEEE Computer Society,proceedings-article,115,123,9.0,21,3,10,372,https://api.openalex.org/works?filter=cites:W2114313114,1
2003,10.1109/VISUAL.2003.1250414,Curvature-based transfer functions for direct volume rendering: methods and applications,2003,2003-10-22,W2104441030,Curvature-based transfer functions for direct volume rendering: methods and applications,https://doi.org/10.1109/visual.2003.1250414,https://doi.org/10.1109/visual.2003.1250414,,ieee visualization,IEEE Computer Society,proceedings-article,67,,,38,4,11,331,https://api.openalex.org/works?filter=cites:W2104441030,1
2000,10.1109/INFVIS.2000.885091,"Focus+context display and navigation techniques for enhancing radial, space-filling hierarchy visualizations",2000,2000-10-09,W2106441507,"Focus+context display and navigation techniques for enhancing radial, space-filling hierarchy visualizations",https://doi.org/10.1109/infvis.2000.885091,https://doi.org/10.1109/infvis.2000.885091,,ieee symposium on information visualization,IEEE Computer Society,proceedings-article,57,65,9.0,13,2,11,352,https://api.openalex.org/works?filter=cites:W2106441507,1
1999,10.1109/INFVIS.1999.801851,Cluster and calendar based visualization of time series data,1999,1999-10-24,W2111263072,Cluster and calendar based visualization of time series data,https://doi.org/10.1109/infvis.1999.801851,https://doi.org/10.1109/infvis.1999.801851,,ieee symposium on information visualization,IEEE Computer Society,proceedings-article,4,9,6.0,7,2,9,341,https://api.openalex.org/works?filter=cites:W2111263072,1
1999,10.1109/VISUAL.1999.809869,New quadric metric for simplifying meshes with appearance attributes,1999,1999-01-01,W3150574965,New quadric metric for simplifying meshes with appearance attributes,https://doi.org/10.1109/visual.1999.809869,https://doi.org/10.1109/visual.1999.809869,,ieee visualization,,proceedings-article,59,510,452.0,13,1,5,118,https://api.openalex.org/works?filter=cites:W3150574965,1
1999,10.1109/VISUAL.1999.809883,Multi-projector displays using camera-based registration,1999,1999-10-24,W2087597683,Multi-projector displays using camera-based registration,https://doi.org/10.5555/319351.319370,http://dx.doi.org/10.1109/VISUAL.1999.809883,,ieee visualization,IEEE Computer Society Press,proceedings-article,161,168,8.0,16,8,12,252,https://api.openalex.org/works?filter=cites:W2087597683,1
1996,10.1109/VISUAL.1996.568108,A haptic interaction method for volume visualization,1996,1996-10-27,W2148307697,A haptic interaction method for volume visualization,https://doi.org/10.5555/244979.245054,http://dx.doi.org/10.1109/VISUAL.1996.568108,,ieee visualization,IEEE Computer Society Press,proceedings-article,197,204,8.0,17,2,17,269,https://api.openalex.org/works?filter=cites:W2148307697,1
2002,10.1109/INFVIS.2002.1173148,"SpaceTree: supporting exploration in large node link tree, design evolution and empirical evaluation",2002,2002-10-28,W2130675236,"SpaceTree: supporting exploration in large node link tree, design evolution and empirical evaluation",https://doi.org/10.1109/infvis.2002.1173148,https://doi.org/10.1109/infvis.2002.1173148,,ieee symposium on information visualization,IEEE Computer Society,proceedings-article,57,64,8.0,26,3,10,294,https://api.openalex.org/works?filter=cites:W2130675236,1
2007,10.1109/TVCG.2007.70539,Animated Transitions in Statistical Data Graphics,2007,2007-11-01,W2125215841,Animated Transitions in Statistical Data Graphics,https://doi.org/10.1109/tvcg.2007.70539,https://doi.org/10.1109/tvcg.2007.70539,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1240,1247,8.0,25,2,14,339,https://api.openalex.org/works?filter=cites:W2125215841,1
2008,10.1109/TVCG.2008.153,Rolling the Dice: Multidimensional Visual Exploration using Scatterplot Matrix Navigation,2008,2008-10-24,W2110080554,Rolling the Dice: Multidimensional Visual Exploration using Scatterplot Matrix Navigation,https://doi.org/10.1109/tvcg.2008.153,https://doi.org/10.1109/tvcg.2008.153,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1141,1148,8.0,44,3,16,352,https://api.openalex.org/works?filter=cites:W2110080554,1
1998,10.1109/VISUAL.1998.745280,Large scale terrain visualization using the restricted quadtree triangulation,1998,1998-10-18,W2099404391,Large scale terrain visualization using the restricted quadtree triangulation,https://doi.org/10.5555/288216.288219,http://dx.doi.org/10.1109/VISUAL.1998.745280,,ieee visualization,IEEE Computer Society Press,proceedings-article,19,26,8.0,19,1,14,264,https://api.openalex.org/works?filter=cites:W2099404391,1
1996,10.1109/VISUAL.1996.568126,Dynamic view-dependent simplification for polygonal models,1996,1996-10-27,W2150851531,Dynamic view-dependent simplification for polygonal models,https://doi.org/10.5555/244979.245627,https://doi.org/10.1109/VISUAL.1996.568126,,ieee visualization,IEEE Computer Society Press,proceedings-article,327,334,8.0,22,2,12,249,https://api.openalex.org/works?filter=cites:W2150851531,1
2006,10.1109/TVCG.2006.115,Ambient Occlusion and Edge Cueing for Enhancing Real Time Molecular Visualization,2006,2006-09-01,W2154069299,Ambient Occlusion and Edge Cueing for Enhancing Real Time Molecular Visualization,https://doi.org/10.1109/tvcg.2006.115,https://doi.org/10.1109/tvcg.2006.115,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1237,1244,8.0,30,3,10,344,https://api.openalex.org/works?filter=cites:W2154069299,1
2012,10.1109/TVCG.2012.213,Design Study Methodology: Reflections from the Trenches and the Stacks,2012,2012-12-01,W1970569592,Design Study Methodology: Reflections from the Trenches and the Stacks,https://doi.org/10.1109/tvcg.2012.213,https://doi.org/10.1109/tvcg.2012.213,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2431,2440,10.0,69,3,11,423,https://api.openalex.org/works?filter=cites:W1970569592,1
2013,10.1109/TVCG.2013.226,Visual Exploration of Big Spatio-Temporal Urban Data: A Study of New York City Taxi Trips,2013,2013-12-01,W2056638635,Visual Exploration of Big Spatio-Temporal Urban Data: A Study of New York City Taxi Trips,https://doi.org/10.1109/tvcg.2013.226,https://doi.org/10.1109/tvcg.2013.226,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2149,2158,10.0,34,5,14,372,https://api.openalex.org/works?filter=cites:W2056638635,1
1998,10.1109/VISUAL.1998.745713,Interactive ray tracing for isosurface rendering,1998,1998-10-18,W2126053368,Interactive ray tracing for isosurface rendering,https://doi.org/10.5555/288216.288266,http://www2.cs.utah.edu/~shirley/papers/iso/iso.pdf,,ieee visualization,IEEE Computer Society Press,proceedings-article,233,238,6.0,15,5,9,249,https://api.openalex.org/works?filter=cites:W2126053368,1
2007,10.1109/TVCG.2007.70594,Show Me: Automatic Presentation for Visual Analysis,2007,2007-11-01,W2152922709,Show Me: Automatic Presentation for Visual Analysis,https://doi.org/10.1109/tvcg.2007.70594,https://doi.org/10.1109/tvcg.2007.70594,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1137,1144,8.0,11,3,12,366,https://api.openalex.org/works?filter=cites:W2152922709,1
1997,10.1109/INFVIS.1997.636718,H3: laying out large directed graphs in 3D hyperbolic space,1997,1997-10-18,W1968305696,H3: laying out large directed graphs in 3D hyperbolic space,https://doi.org/10.1109/infvis.1997.636718,https://doi.org/10.1109/infvis.1997.636718,,ieee symposium on information visualization,IEEE Computer Society,proceedings-article,2,10,9.0,26,1,9,276,https://api.openalex.org/works?filter=cites:W1968305696,1
2000,10.1109/VISUAL.2000.885721,Anisotropic geometric diffusion in surface processing,2000,2000-01-01,W3148091194,Anisotropic geometric diffusion in surface processing,https://doi.org/10.1109/visual.2000.885721,https://doi.org/10.1109/visual.2000.885721,,ieee visualization,,proceedings-article,397,405,9.0,12,3,6,264,https://api.openalex.org/works?filter=cites:W3148091194,1
1997,10.1109/INFVIS.1997.636792,The structure of the information visualization design space,1997,1997-10-18,W1617242785,The structure of the information visualization design space,https://doi.org/10.1109/infvis.1997.636792,https://doi.org/10.1109/infvis.1997.636792,,ieee symposium on information visualization,IEEE Computer Society,proceedings-article,92,99,8.0,25,2,10,292,https://api.openalex.org/works?filter=cites:W1617242785,1
1998,10.1109/VISUAL.1998.745314,Fast and memory efficient polygonal simplification,1998,1998-10-18,W2144083240,Fast and memory efficient polygonal simplification,https://doi.org/10.5555/288216.288288,http://dx.doi.org/10.1109/VISUAL.1998.745314,,ieee visualization,IEEE Computer Society Press,proceedings-article,279,286,8.0,25,2,10,253,https://api.openalex.org/works?filter=cites:W2144083240,1
2009,10.1109/TVCG.2009.171,Participatory Visualization with Wordle,2009,2009-11-01,W2016268421,Participatory Visualization with Wordle,https://doi.org/10.1109/tvcg.2009.171,https://doi.org/10.1109/tvcg.2009.171,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1137,1144,8.0,12,3,12,323,https://api.openalex.org/works?filter=cites:W2016268421,1
2001,10.1109/INFVIS.2001.963273,Visualizing time-series on spirals,2001,2001-10-22,W2097236039,Visualizing time-series on spirals,https://doi.org/10.1109/infvis.2001.963273,https://doi.org/10.1109/infvis.2001.963273,,ieee symposium on information visualization,IEEE Computer Society,proceedings-article,7,13,7.0,15,3,13,271,https://api.openalex.org/works?filter=cites:W2097236039,1
2007,10.1109/TVCG.2007.70535,A Taxonomy of Clutter Reduction for Information Visualisation,2007,2007-11-01,W2150085383,A Taxonomy of Clutter Reduction for Information Visualisation,https://doi.org/10.1109/tvcg.2007.70535,https://doi.org/10.1109/tvcg.2007.70535,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1216,1223,8.0,52,2,16,308,https://api.openalex.org/works?filter=cites:W2150085383,1
2004,10.1109/INFVIS.2004.1,A Comparison of the Readability of Graphs Using Node-Link and Matrix-Based Representations,2004,2004-10-10,W2171381161,A Comparison of the Readability of Graphs Using Node-Link and Matrix-Based Representations,https://doi.org/10.1109/infovis.2004.1,http://dx.doi.org/10.1109/INFVIS.2004.1,,ieee symposium on information visualization,IEEE,proceedings-article,17,24,8.0,10,3,10,281,https://api.openalex.org/works?filter=cites:W2171381161,1
1997,10.1109/VISUAL.1997.663875,The contour spectrum,1997,1997-01-01,W2011658854,The contour spectrum,https://doi.org/10.1145/259081.259279,https://doi.org/10.1145/259081.259279,,international conference on computer graphics and interactive techniques,ACM,proceedings-article,192,,,4,3,12,254,https://api.openalex.org/works?filter=cites:W2011658854,1
2005,10.1109/VISUAL.2005.1532788,VisTrails: enabling interactive multiple-view visualizations,2005,2005-11-21,W2097284091,VisTrails: enabling interactive multiple-view visualizations,https://doi.org/10.1109/vis.2005.113,https://doi.org/10.1109/vis.2005.113,,ieee visualization,IEEE,proceedings-article,135,142,8.0,26,7,12,287,https://api.openalex.org/works?filter=cites:W2097284091,1
2006,10.1109/TVCG.2006.166,Network Visualization by Semantic Substrates,2006,2006-09-01,W2167306162,Network Visualization by Semantic Substrates,https://doi.org/10.1109/tvcg.2006.166,https://doi.org/10.1109/tvcg.2006.166,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,733,740,8.0,40,2,13,250,https://api.openalex.org/works?filter=cites:W2167306162,1
2008,10.1109/TVCG.2008.166,Stacked Graphs - Geometry & Aesthetics,2008,2008-11-01,W2147997165,Stacked Graphs – Geometry & Aesthetics,https://doi.org/10.1109/tvcg.2008.166,https://doi.org/10.1109/tvcg.2008.166,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1245,1252,8.0,11,2,15,287,https://api.openalex.org/works?filter=cites:W2147997165,1
1997,10.1109/VISUAL.1997.663888,Application-controlled demand paging for out-of-core visualization,1997,1997-10-01,W2080193026,Application-controlled demand paging for out-of-core visualization,https://doi.org/10.5555/266989.267068,https://doi.org/10.1109/VISUAL.1997.663888,,ieee visualization,IEEE Computer Society Press,proceedings-article,235,244,10.0,24,2,15,265,https://api.openalex.org/works?filter=cites:W2080193026,1
1990,10.1109/VISUAL.1990.146375,A problem-oriented classification of visualization techniques,1990,1990-10-23,W2093772787,A problem-oriented classification of visualization techniques,https://doi.org/10.5555/949531.949553,http://dx.doi.org/10.1109/VISUAL.1990.146375,,ieee visualization,IEEE Computer Society Press,proceedings-article,139,143,5.0,4,2,10,235,https://api.openalex.org/works?filter=cites:W2093772787,1
2004,10.1109/INFVIS.2004.64,The InfoVis Toolkit,2004,2004-10-10,W2118908268,The InfoVis Toolkit,https://doi.org/10.1109/infovis.2004.64,http://dx.doi.org/10.1109/INFVIS.2004.64,,ieee symposium on information visualization,IEEE Computer Society,proceedings-article,167,174,8.0,27,1,7,233,https://api.openalex.org/works?filter=cites:W2118908268,1
2007,10.1109/TVCG.2007.70541,Casual Information Visualization: Depictions of Data in Everyday Life,2007,2007-11-01,W2108458429,Casual Information Visualization: Depictions of Data in Everyday Life,https://doi.org/10.1109/tvcg.2007.70541,https://doi.org/10.1109/tvcg.2007.70541,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1145,1152,8.0,37,3,11,287,https://api.openalex.org/works?filter=cites:W2108458429,1
1994,10.1109/VISUAL.1994.346331,An evaluation of reconstruction filters for volume rendering,1994,1994-10-17,W2111794246,An evaluation of reconstruction filters for volume rendering,https://doi.org/10.5555/951087.951109,http://dx.doi.org/10.1109/VISUAL.1994.346331,,ieee visualization,IEEE Computer Society Press,proceedings-article,100,107,8.0,16,2,11,221,https://api.openalex.org/works?filter=cites:W2111794246,1
2011,10.1109/VAST.2011.6102456,SensePlace2: GeoTwitter analytics support for situational awareness,2011,2011-12-15,W1992399362,SensePlace2: GeoTwitter analytics support for situational awareness,https://doi.org/10.1109/vast.2011.6102456,https://doi.org/10.1109/vast.2011.6102456,,visual analytics science and technology,IEEE,proceedings-article,181,190,10.0,31,8,10,290,https://api.openalex.org/works?filter=cites:W1992399362,1
2005,10.1109/VISUAL.2005.1532781,The value of visualization,2005,2005-11-21,W2142068257,The value of visualization,https://doi.org/10.1109/vis.2005.102,https://doi.org/10.1109/vis.2005.102,,ieee visualization,IEEE,proceedings-article,79,86,8.0,29,1,10,267,https://api.openalex.org/works?filter=cites:W2142068257,1
2011,10.1109/TVCG.2011.239,TextFlow: Towards Better Understanding of Evolving Topics in Text,2011,2011-12-01,W2099223662,TextFlow: Towards Better Understanding of Evolving Topics in Text,https://doi.org/10.1109/tvcg.2011.239,https://doi.org/10.1109/tvcg.2011.239,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2412,2421,10.0,36,8,10,283,https://api.openalex.org/works?filter=cites:W2099223662,1
2000,10.1109/VISUAL.2000.885694,Volume illustration: non-photorealistic rendering of volume models,2000,2000-10-01,W2144505248,Volume illustration: non-photorealistic rendering of volume models,https://doi.org/10.5555/375213.375241,https://doi.org/10.1109/VISUAL.2000.885694,,ieee visualization,IEEE Computer Society Press,proceedings-article,195,202,8.0,41,2,7,199,https://api.openalex.org/works?filter=cites:W2144505248,1
1991,10.1109/VISUAL.1991.175794,Interactive data visualization using focusing and linking,1991,1991-10-22,W2074126466,Interactive data visualization using focusing and linking,https://doi.org/10.5555/949607.949633,https://doi.org/10.1109/VISUAL.1991.175794,,ieee visualization,IEEE Computer Society Press,proceedings-article,156,163,8.0,22,4,10,224,https://api.openalex.org/works?filter=cites:W2074126466,1
2004,10.1109/INFVIS.2004.15,Clutter Reduction in Multi-Dimensional Data Visualization Using Dimension Reordering,2004,2004-10-10,W2163925089,Clutter Reduction in Multi-Dimensional Data Visualization Using Dimension Reordering,https://doi.org/10.1109/infovis.2004.15,http://dx.doi.org/10.1109/INFVIS.2004.15,,ieee symposium on information visualization,IEEE Computer Society,proceedings-article,89,96,8.0,28,3,10,231,https://api.openalex.org/works?filter=cites:W2163925089,1
2008,10.1109/TVCG.2008.125,Effectiveness of Animation in Trend Visualization,2008,2008-11-01,W2108230739,Effectiveness of Animation in Trend Visualization,https://doi.org/10.1109/tvcg.2008.125,https://doi.org/10.1109/tvcg.2008.125,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1325,1332,8.0,13,5,9,282,https://api.openalex.org/works?filter=cites:W2108230739,1
2009,10.1109/TVCG.2009.174,Protovis: A Graphical Toolkit for Visualization,2009,2009-11-01,W2098417174,Protovis: A Graphical Toolkit for Visualization,https://doi.org/10.1109/tvcg.2009.174,https://doi.org/10.1109/tvcg.2009.174,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1121,1128,8.0,32,2,13,275,https://api.openalex.org/works?filter=cites:W2098417174,1
2013,10.1109/TVCG.2013.124,A Multi-Level Typology of Abstract Visualization Tasks,2013,2013-12-01,W2073800769,A Multi-Level Typology of Abstract Visualization Tasks,https://doi.org/10.1109/tvcg.2013.124,https://doi.org/10.1109/tvcg.2013.124,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2376,2385,10.0,79,2,13,416,https://api.openalex.org/works?filter=cites:W2073800769,1
1990,10.1109/VISUAL.1990.146386,Exploring N-dimensional databases,1990,1990-10-23,W2079257256,Exploring N-dimensional databases,https://doi.org/10.5555/949531.949568,https://doi.org/10.1109/VISUAL.1990.146386,,ieee visualization,IEEE Computer Society Press,proceedings-article,230,237,8.0,13,3,10,210,https://api.openalex.org/works?filter=cites:W2079257256,1
2001,10.1109/VISUAL.2001.964533,Visualization of large terrains made easy,2001,2001-10-21,W2105079573,Visualization of large terrains made easy,https://doi.org/10.5555/601671.601729,http://pascucci.org/pdf-papers/vis2001.pdf,,ieee visualization,IEEE Computer Society,proceedings-article,363,371,9.0,30,2,18,200,https://api.openalex.org/works?filter=cites:W2105079573,1
2008,10.1109/TVCG.2008.135,Geometry-Based Edge Clustering for Graph Visualization,2008,2008-11-01,W2148056538,Geometry-Based Edge Clustering for Graph Visualization,https://doi.org/10.1109/tvcg.2008.135,https://doi.org/10.1109/tvcg.2008.135,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1277,1284,8.0,24,5,9,239,https://api.openalex.org/works?filter=cites:W2148056538,1
1999,10.1109/INFVIS.1999.801860,Cushion treemaps: visualization of hierarchical information,1999,1999-10-24,W1735790193,Cushion treemaps: visualization of hierarchical information,https://doi.org/10.1109/infvis.1999.801860,https://doi.org/10.1109/infvis.1999.801860,,ieee symposium on information visualization,IEEE Computer Society,proceedings-article,73,78,6.0,9,2,13,220,https://api.openalex.org/works?filter=cites:W1735790193,1
2008,10.1109/TVCG.2008.172,"The Word Tree, an Interactive Visual Concordance",2008,2008-11-01,W2141880430,"The Word Tree, an Interactive Visual Concordance",https://doi.org/10.1109/tvcg.2008.172,https://doi.org/10.1109/tvcg.2008.172,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1221,1228,8.0,13,2,14,257,https://api.openalex.org/works?filter=cites:W2141880430,1
1996,10.1109/VISUAL.1996.568125,Optimizing triangle strips for fast rendering,1996,1996-10-27,W2134859956,Optimizing triangle strips for fast rendering,https://doi.org/10.5555/244979.245626,https://www3.cs.stonybrook.edu/~stripe/stripeVIS.pdf,,ieee visualization,IEEE Computer Society Press,proceedings-article,319,326,8.0,7,3,13,189,https://api.openalex.org/works?filter=cites:W2134859956,1
2007,10.1109/VAST.2007.4389011,Design Considerations for Collaborative Visual Analytics,2007,2007-10-30,W2093903345,Design Considerations for Collaborative Visual Analytics,https://doi.org/10.1109/vast.2007.4389011,https://doi.org/10.1109/vast.2007.4389011,,visual analytics science and technology,Palgrave Macmillan,proceedings-article,171,178,8.0,71,2,15,219,https://api.openalex.org/works?filter=cites:W2093903345,1
1995,10.1109/VISUAL.1995.485139,High Dimensional Brushing for Interactive Exploration of Multivariate Data,1995,1995-10-29,W1497740227,High Dimensional Brushing for Interactive Exploration of Multivariate Data,https://doi.org/10.5555/832271.833844,https://doi.org/10.1109/VISUAL.1995.485139,,ieee visualization,IEEE Computer Society,proceedings-article,271,,,8,2,9,193,https://api.openalex.org/works?filter=cites:W1497740227,1
1998,10.1109/INFVIS.1998.729559,Similarity clustering of dimensions for an enhanced visualization of multidimensional data,1998,1998-10-19,W1613201427,Similarity clustering of dimensions for an enhanced visualization of multidimensional data,https://doi.org/10.1109/infvis.1998.729559,https://doi.org/10.1109/infvis.1998.729559,,ieee symposium on information visualization,IEEE Computer Society,proceedings-article,52,60,9.0,27,3,13,216,https://api.openalex.org/works?filter=cites:W1613201427,1
2001,10.1109/INFVIS.2001.963279,Animated exploration of dynamic graphs with radial layout,2001,2001-10-22,W2099166093,Animated exploration of dynamic graphs with radial layout,https://doi.org/10.1109/infvis.2001.963279,https://doi.org/10.1109/infvis.2001.963279,,ieee symposium on information visualization,IEEE Computer Society,proceedings-article,43,50,8.0,15,4,10,210,https://api.openalex.org/works?filter=cites:W2099166093,1
2005,10.1109/INFVIS.2005.1532150,Flow map layout,2005,2005-10-23,W1593641494,Flow map layout,https://doi.org/10.1109/infovis.2005.13,https://doi.org/10.1109/infovis.2005.13,,ieee symposium on information visualization,IEEE Computer Society,proceedings-article,29,29,1.0,17,4,12,226,https://api.openalex.org/works?filter=cites:W1593641494,1
2002,10.1109/VISUAL.2002.1183766,Geometric surface smoothing via anisotropic diffusion of normals,2002,2002-10-27,W2110600113,Geometric surface smoothing via anisotropic diffusion of normals,https://doi.org/10.5555/602099.602117,https://doi.org/10.1109/VISUAL.2002.1183766,,ieee visualization,IEEE Computer Society,proceedings-article,125,132,8.0,31,4,15,188,https://api.openalex.org/works?filter=cites:W2110600113,1
1995,10.1109/VISUAL.1995.485140,Recursive pattern: a technique for visualizing very large amounts of data,1995,1995-10-29,W2146520578,Recursive pattern: a technique for visualizing very large amounts of data,https://doi.org/10.5555/832271.833846,http://dx.doi.org/10.1109/VISUAL.1995.485140,,ieee visualization,IEEE Computer Society,proceedings-article,279,286,8.0,27,3,16,207,https://api.openalex.org/works?filter=cites:W2146520578,1
1999,10.1109/VISUAL.1999.809908,Multiresolution Techniques for Interactive Texture-based Volume Visualization,1999,1999-01-01,W3147279153,Multiresolution techniques for interactive texture-based volume visualization,https://doi.org/10.1109/visual.1999.809908,https://doi.org/10.1109/visual.1999.809908,,ieee visualization,,proceedings-article,355,543,189.0,0,3,8,239,https://api.openalex.org/works?filter=cites:W3147279153,1
1996,10.1109/INFVIS.1996.559214,Techniques for non-linear magnification transformations,1996,1996-10-28,W2119664536,Techniques for non-linear magnification transformations,https://doi.org/10.1109/infvis.1996.559214,https://doi.org/10.1109/infvis.1996.559214,,ieee symposium on information visualization,IEEE Computer Society,proceedings-article,38,45,8.0,14,2,9,94,https://api.openalex.org/works?filter=cites:W2119664536,1
1991,10.1109/VISUAL.1991.175773,A tool for visualizing the topology of three-dimensional vector fields,1991,1991-10-22,W2100350068,A tool for visualizing the topology of three-dimensional vector fields,https://doi.org/10.5555/949607.949614,https://doi.org/10.1109/VISUAL.1991.175773,,ieee visualization,IEEE Computer Society Press,proceedings-article,33,40,8.0,30,3,9,200,https://api.openalex.org/works?filter=cites:W2100350068,1
1997,10.1109/VISUAL.1997.663916,DNA visual and analytic data mining,1997,1997-10-01,W2109643392,DNA visual and analytic data mining,https://doi.org/10.5555/266989.267116,http://dx.doi.org/10.1109/VISUAL.1997.663916,,ieee visualization,IEEE Computer Society Press,proceedings-article,437,441,5.0,7,5,9,224,https://api.openalex.org/works?filter=cites:W2109643392,1
2006,10.1109/TVCG.2006.143,Fast and Efficient Compression of Floating-Point Data,2006,2006-09-01,W2142265837,Fast and Efficient Compression of Floating-Point Data,https://doi.org/10.1109/tvcg.2006.143,https://doi.org/10.1109/tvcg.2006.143,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1245,1250,6.0,30,2,12,280,https://api.openalex.org/works?filter=cites:W2142265837,1
1997,10.1109/VISUAL.1997.663902,Optimized geometry compression for real-time rendering,1997,1997-10-01,W1989001601,Optimized geometry compression for real-time rendering,https://doi.org/10.5555/266989.267103,http://ieeexplore.ieee.org/document/663902/,,ieee visualization,IEEE Computer Society Press,proceedings-article,347,354,8.0,8,1,15,161,https://api.openalex.org/works?filter=cites:W1989001601,1
